publisher.publisher_name,publisher.place_of_publication,publication_type,country_of_publication,language,contributor.name,contributor.role,title,idno,idno.type,subject,publishing_work_items.value,publishing_work_items.type,publishing_work_items.unit,label
b'Knight',"b'London,'",b'5',b'GBR',b'ENG',"b""Binns, George Duncan. Nelson, James l'Anson Thompson, E. Great Britain.Ministry of Public Building and Works""",b'1 1 1 2',"b""Knight's Building regulations""",b'67079834 67079834',b'VALLCCN MARCCONTROL',b'Building laws',"b'ix, 286, 23 p.'",b'3',b'7',FORCE_MATCH
b'CHARLES KNIGHT AND CO LTD',b'',b'5',b'GBR',b'',b'',b'',b'LOCAL AUTHORITY CAPITAL FINANCE',b'9780853143024 0853143021',b'VALISBN13 VALISBN10',b'',b'',b'',b'',FORCE_MATCH
b'Charles Knight & Co',b'London',b'5',b'XXX',b'',"b'HARDACRE, Walter Simpson SAGE, Norman David Bridger.'",b'1 1',b'Local Authority Capital Finance',b'001591310',b'MARCCONTROL',b'',"b'xi, 269 p. ;'",b'3',b'7',FORCE_MATCH
b'CHARLES KNIGHT AND CO LTD',b'',b'5',b'GBR',b'',b'',b'',"b'WEIGHTS & MEASURES ACT, 1963'",b'9780853140290 0853140294',b'VALISBN13 VALISBN10',b'',b'',b'',b'',FORCE_MATCH
b'Knight',"b'London,'",b'5',b'GBR',b'ENG',"b'Breed, William Roger Great Britain.'",b'1 2',"b'Weights and Measures Act, 1963 The Weights and measures act, 1963'",b'66076166 2427875 GB65-7519 66076166',b'VALLCCN OCLCNUM NATBIBNUM MARCCONTROL',b'Weights and measures',"b'xxi, 397 p.'",b'3',b'7',FORCE_MATCH
b'CHARLES KNIGHT AND CO LTD',b'',b'5',b'GBR',b'',b'',b'',"b'ANNALS OF THE INDIAN REBELLION, 1857-58'",b'9780853142072 0853142076',b'VALISBN13 VALISBN10',b'',b'',b'',b'',FORCE_MATCH
b'Charles Knight and Co. Ltd',b'London',b'6',b'GBR',b'ENG',"b'Chick, Noah Alfred. Hutchinson, David'",b'1 1',"b'Annals of the Indian rebellion, 1857-58 containing narratives of the outbreaks and eventful occurences and stories of personal adventures http://catalog.hathitrust.org/api/volumes/oclc/1094087.html'",b'9780853142072 0853142076 643665944',b'CANINVALISBN13 CANINVALISBN10 MARCCONTROL',b'India',"b'xxxv, 293, [8] p. of plates.'",b'3',b'7',FORCE_MATCH
b'CHARLES KNIGHT AND CO LTD',b'',b'5',b'GBR',b'',b'',b'',b'ANGLING & THE LAW',b'9780853140092 085314009X',b'VALISBN13 VALISBN10',b'',b'',b'',b'',FORCE_MATCH
b'Knight',"b'London,'",b'5',b'GBR',b'ENG',"b'Gregory, Michael'",b'1',b'Angling and the law',b'68076156 68076156',b'VALLCCN MARCCONTROL',b'Fishery law and legislation',"b'xvi, 196 p.'",b'3',b'7',FORCE_MATCH
b'CHARLES KNIGHT AND CO LTD',b'',b'5',b'GBR',b'',b'',b'',"b'LAND COMMISSION ACT, 1967'",b'9780853140429 0853140421',b'VALISBN13 VALISBN10',b'',b'',b'',b'',FORCE_MATCH
b'Knight',"b'London,'",b'5',b'GBR',b'ENG',"b'Seward, Guy. Stewart-Smith, William Rodney. Great Britain.'",b'1 1 2',b'Land Commission Act 1967 The Land Commission act 1967',b'68122333 68122333',b'VALLCCN MARCCONTROL',b'Real property tax Great Britain. Land Commission.',"b'xxii, 294 p.'",b'3',b'7',FORCE_MATCH
b'CHARLES KNIGHT AND CO LTD',b'',b'5',b'GBR',b'',b'',b'',b'PUBLIC HEALTH PRECEDENTS',b'9780853140276 0853140278',b'VALISBN13 VALISBN10',b'',b'',b'',b'',FORCE_MATCH
b'Knight',"b'London,'",b'5',b'GBR',b'ENG',"b'Davies, F. G. Whiteside, James'",b'1 1',b'Public health precedents',b'67070619 67070619',b'VALLCCN MARCCONTROL',b'Public health laws',"b'viii, 110 p.'",b'3',b'7',FORCE_MATCH
b'CHARLES KNIGHT AND CO LTD',b'',b'5',b'GBR',b'',b'',b'',b'TRADE UNION LAW',b'9780853140085 0853140081',b'VALISBN13 VALISBN10',b'',b'',b'',b'',FORCE_MATCH
b'Knight',"b'London,'",b'5',b'GBR',b'ENG',"b'Samuels, Harry.'",b'1',b'Trade union law Law of trade unions',b'67070792 67070792',b'VALLCCN MARCCONTROL',b'Labor unions',"b'xvii, 100 p.'",b'3',b'7',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-11:31:36',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-11:31:36',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/19-11:31:36',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-11:17:39',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-11:17:39',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/19-11:17:39',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-04:29:38',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-04:29:38',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/19-04:29:38',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/26-17:14:54',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/26-17:14:54',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/26-17:14:54',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/26-18:23:16',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/26-18:23:16',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/26-18:23:16',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'Hellriegel',b'1',b'Instructional technology as link between university and community---2015/06/23-08:48:40 This is just a test This is also purely a test http://doi.wiley.com/10.1002/jnr.490010101',b'101109MSPEC20094808394---2015/06/23-08:54:09 657-4309 666 1983.2885 9265483',b'DOI PUBCAT PUBCAT PII VALSICI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'Hellriegel',b'1',b'Instructional technology as link between university and community---2015/06/23-08:48:40 This is just a test This is also purely a test',b'657-4309 666 1983.2885 9265483',b'PUBCAT PUBCAT PII VALSICI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-00:56:26',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-00:56:26',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/19-00:56:26',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-03:35:00',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-03:35:00',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/19-03:35:00',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-04:15:31',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-04:15:31',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/19-04:15:31',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-01:43:18',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-01:43:18',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/19-01:43:18',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-09:35:52',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-09:35:52',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/19-09:35:52',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-08:30:59',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/19-08:30:59',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/19-08:30:59',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'Hellriegel',b'1',b'Instructional technology as link between university and community---2015/06/26-18:51:41 This is just a test This is also purely a test',b'657-4309 666 1983.2885 9265483',b'PUBCAT PUBCAT PII VALSICI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'Hellriegel',b'1',b'Instructional technology as link between university and community---2015/06/26-18:51:41 This is just a test This is also purely a test http://doi.wiley.com/10.1002/jnr.490010101',b'101109MSPEC20094808394123123---2015/06/26-21:50:34 657-4309 666 1983.2885 9265483',b'DOI PUBCAT PUBCAT PII VALSICI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/02/04-00:59:44',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/02/04-00:59:44',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/02/04-00:59:44',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'Publisher_SQS3',b'',b'5',b'',b'ENG',b'',b'',b'WMS AM Near Equivalent Work3.34',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'Publisher_SQS3',b'',b'5',b'',b'ENG',b'',b'',b'WMS AM Near Equivalent Work3.34',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'Fachverlag - VNR Verlag f\xef\xbf\xbdr die Deutsche Wirtschaft AG',b'',b'11',b'',b'',b'',b'',b'Working at Office',b'2192-8649',b'VALISSN',b'',b'',b'',b'',FORCE_MATCH
b'Fachverlag - VNR Verlag f\xef\xbf\xbdr die Deutsche Wirtschaft AG',b'',b'11',b'',b'',b'',b'',b'Working at Office',b'2192-8649',b'VALISSN',b'',b'',b'',b'',FORCE_MATCH
b'Springer Medizin',b'',b'10',b'',b'',b'',b'',b'Orthopaedie Und Rheuma Praxisinformation',b'1435-0017',b'VALISSN',b'',b'',b'',b'',FORCE_MATCH
b'Springer Medizin',b'',b'10',b'',b'',b'',b'',b'Orthopaedie Und Rheuma Praxisinformation',b'1435-0017',b'VALISSN',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/09/10-09:30:25',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'Auto_Publisher',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/09/10-09:30:25',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.05542---2014/09/10-09:30:25',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/09/12-02:33:47',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/09/12-02:33:47',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.05542---2014/09/12-02:33:47',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/26-21:12:12',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/26-21:12:12',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/26-21:12:12',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/09/10-09:47:40',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'Auto_Publisher',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/09/10-09:47:40',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.05542---2014/09/10-09:47:40',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/09/10-10:53:46',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/09/10-10:53:46',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.05542---2014/09/10-10:53:46',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/26-21:35:30',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/26-21:35:30',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/26-21:35:30',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/26-22:21:14',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/26-22:21:14',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/26-22:21:14',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/26-22:56:06',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/26-22:56:06',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/26-22:56:06',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/26-23:30:54',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_110---2015/06/26-23:30:54',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.034567575542---2015/06/26-23:30:54',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/09/10-08:43:44',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'Auto_Publisher',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/09/10-08:43:44',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.05542---2014/09/10-08:43:44',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/09/10-10:04:53',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'Auto_Publisher',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/09/10-10:04:53',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.05542---2014/09/10-10:04:53',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/09/10-10:27:39',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'Auto_Publisher',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/09/10-10:27:39',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.05542---2014/09/10-10:27:39',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/11/07-01:15:55',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/11/07-01:15:55',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.05542---2014/11/07-01:15:55',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'Hellriegel',b'1',b'Instructional technology as link between university and community---2014/11/07-12:40:06 This is just a test This is also purely a test http://doi.wiley.com/10.1002/jnr.490010101',b'101109MSPEC20094808394123---2014/11/07-12:45:17 657-4309 666 1983.2885 9265483',b'DOI PUBCAT PUBCAT PII VALSICI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'Hellriegel',b'1',b'Instructional technology as link between university and community---2014/11/07-12:40:06 This is just a test This is also purely a test',b'657-4309 666 1983.2885 9265483',b'PUBCAT PUBCAT PII VALSICI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'Hellriegel',b'1',b'Instructional technology as link between university and community---2014/11/07-07:09:18 This is just a test This is also purely a test http://doi.wiley.com/10.1002/jnr.490010101',b'101109MSPEC20094808394123---2014/11/07-07:14:29 657-4309 666 1983.2885 9265483',b'DOI PUBCAT PUBCAT PII VALSICI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'Hellriegel',b'1',b'Instructional technology as link between university and community---2014/11/07-07:09:18 This is just a test This is also purely a test',b'657-4309 666 1983.2885 9265483',b'PUBCAT PUBCAT PII VALSICI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'Hellriegel',b'1',b'Instructional technology as link between university and community---2014/11/07-04:40:20 This is just a test This is also purely a test',b'657-4309 666 1983.2885 9265483',b'PUBCAT PUBCAT PII VALSICI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'Hellriegel',b'1',b'Instructional technology as link between university and community---2014/11/07-04:40:20 This is just a test This is also purely a test http://doi.wiley.com/10.1002/jnr.490010101',b'101109MSPEC20094808394123---2014/11/07-04:40:20 657-4309 666 1983.2885 9265483',b'DOI PUBCAT PUBCAT PII VALSICI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'Hellriegel',b'1',b'Instructional technology as link between university and community---2014/11/07-04:59:34 This is just a test This is also purely a test http://doi.wiley.com/10.1002/jnr.490010101',b'101109MSPEC20094808394123---2014/11/07-05:04:48 657-4309 666 1983.2885 9265483',b'DOI PUBCAT PUBCAT PII VALSICI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'Hellriegel',b'1',b'Instructional technology as link between university and community---2014/11/07-04:59:34 This is just a test This is also purely a test',b'657-4309 666 1983.2885 9265483',b'PUBCAT PUBCAT PII VALSICI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/11/12-01:19:00',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'Auto_Publisher',b'',b'1',b'',b'',"b'Dan, MEtheun'",b'1',b'Matching article title_18_April_10---2014/11/12-01:19:00',b'10.3366/MOD.MATCH.18_APRIL_10.3.2012.05542---2014/11/12-01:19:00',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'Hellriegel',b'1',b'Instructional technology as link between university and community---2014/11/07-06:40:55 This is just a test This is also purely a test http://doi.wiley.com/10.1002/jnr.490010101',b'101109MSPEC20094808394123---2014/11/07-06:46:16 657-4309 666 1983.2885 9265483',b'DOI PUBCAT PUBCAT PII VALSICI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'Hellriegel',b'1',b'Instructional technology as link between university and community---2014/11/07-06:40:55 This is just a test This is also purely a test',b'657-4309 666 1983.2885 9265483',b'PUBCAT PUBCAT PII VALSICI',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier',b'',b'1',b'',b'ENG',"b'WU, Min YAN, Gang-Feng LIN, Zhi-Yun'",b'1 1 1',b'Reachability of Affine Systems on Polytopes',b'10.1016/S1874-1029(08)60121-4 S1874-1029(08)60121-4',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
"b'China Science Publishing Group Co., Ltd. (Science Press)'","b'Beijing, China'",b'1',b'',b'',"b'WU, Min YAN, Gang-Feng LIN, Zhi-Yun'",b'1 1 1',b'Reachability of Affine Systems on Polytopes http://pub.chinasciencejournal.com/article/getArticleRedirect.action?doiCode=10.3724/SP.J.1004.2009.01528',b'10.3724/SP.J.1004.2009.01528',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier',b'',b'1',b'',b'ENG',"b'SUN, Shao-Jie WU, Qiong LI, Guo-Hui'",b'1 1 1',b'Detection of Image Compositing Based on a Statistical Model for Natural Images',b'10.1016/S1874-1029(08)60124-X S1874-1029(08)60124-X',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
"b'China Science Publishing Group Co., Ltd. (Science Press)'","b'Beijing, China'",b'1',b'',b'',"b'SUN, Shao-Jie WU, Qiong LI, Guo-Hui'",b'1 1 1',b'Detection of Image Compositing Based on a Statistical Model for Natural Images http://pub.chinasciencejournal.com/article/getArticleRedirect.action?doiCode=10.3724/SP.J.1004.2009.01564',b'10.3724/SP.J.1004.2009.01564',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier',b'',b'1',b'',b'ENG',"b'LI, Yuan TANG, Xiao-Chu'",b'1 1',b'Improved Performance of Fault Detection Based on Selection of the Optimal Number of Principal Components',b'10.1016/S1874-1029(08)60123-8 S1874-1029(08)60123-8',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
"b'China Science Publishing Group Co., Ltd. (Science Press)'","b'Beijing, China'",b'1',b'',b'',"b'LI, Yuan TANG, Xiao-Chu'",b'1 1',b'Improved Performance of Fault Detection Based on Selection of the Optimal Number of Principal Components http://pub.chinasciencejournal.com/article/getArticleRedirect.action?doiCode=10.3724/SP.J.1004.2009.01550',b'10.3724/SP.J.1004.2009.01550',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier',b'',b'1',b'',b'ENG',"b'YANG, Wu-Yi LIANG, Wei XIN, Le ZHANG, Shu-Wu'",b'1 1 1 1',b'Subspace Semi-supervised Fisher Discriminant Analysis',b'10.1016/S1874-1029(08)60120-2 S1874-1029(08)60120-2',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
"b'China Science Publishing Group Co., Ltd. (Science Press)'","b'Beijing, China'",b'1',b'',b'',"b'YANG, Wu-Yi LIANG, Wei XIN, Le ZHANG, Shu-Wu'",b'1 1 1 1',b'Subspace Semi-supervised Fisher Discriminant Analysis http://pub.chinasciencejournal.com/article/getArticleRedirect.action?doiCode=10.3724/SP.J.1004.2009.01513',b'10.3724/SP.J.1004.2009.01513',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier',b'',b'1',b'',b'ENG',"b'LI, Jian-Mei WANG, Chuang HU, Qing-Hua KONG, Ling-Dong'",b'1 1 1 1',b'Fructose Induced Leptin Dysfunction and Improvement by Quercetin and Rutin in Rats',b'10.1016/S1875-5364(09)60038-8 S1875-5364(09)60038-8',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
"b'China Science Publishing Group Co., Ltd. (Science Press)'","b'Beijing, China'",b'1',b'',b'',"b'LI, Jian-Mei'",b'1',b'Fructose Induced Leptin Dysfunction and Improvement by Quercetin and Rutin in Rats http://pub.chinasciencejournal.com/article/getArticleRedirect.action?doiCode=10.3724/SP.J.1009.2008.00466',b'10.3724/SP.J.1009.2008.00466',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier',b'',b'1',b'',b'ENG',"b'NA, Jing REN, Xue-Mei HUANG, Hong'",b'1 1 1',b'Time-delay Positive Feedback Control for Nonlinear Time-delay Systems with Neural Network Compensation',b'10.1016/S1874-1029(08)60053-1 S1874-1029(08)60053-1',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
"b'China Science Publishing Group Co., Ltd. (Science Press)'","b'Beijing, China'",b'1',b'',b'',"b'NA, Jing'",b'1',b'Time-delay Positive Feedback Control for Nonlinear Time-delay Systems with Neural Network Compensation http://pub.chinasciencejournal.com/article/getArticleRedirect.action?doiCode=10.3724/SP.J.1004.2008.01196',b'10.3724/SP.J.1004.2008.01196',b'DOI',b'',b'',b'',b'',FORCE_MATCH
